Sighted date,Sighted Date (Date Format),Reported date,Reported Date (Date Format),Location,State in USA,US State,Country,Region,Shape,Duration,Duration Extract Num,Duration in Seconds,Visibility Duration,Description
20100821,8/21/2010,20100821,8/21/2010, Seffner, FL,FL,USA,South, circle,@ 2 minutes,2,120,short,"Round white object travelling against the windA White, round object proceeding from south to north above the low cloud layer due south of Vandenberg Airport outside of Tampa.  The object traveled in a straight, unvarying course.  When it passed over a cloud I could easily estimate where it would come out again further up the path. I just happened to look up at an aircraft that was heading south (I presume coming from Vandenberg due to its low altitude) and saw the object pass over it.  Round, white but not reflective, no noise and at first I thought it might be a parachute from the aircraft.  But after a few seconds it was obvious it was not an aircraft.  From when I saw it to when it was out of view was between 1 and 1.5 minutes. My niece was outside at the same moment and she saw it too.  There are storms coming in from the north-west and the wind is also swirling so any balloon or something like that should not have traveled in a straight line.  I have never seen anything weird in the sky before and I get to see a lot of aircraft every day and this just stood out as quite strange.((NUFORC Note:  Witness elects to remain totally anonymous; provides little contact information.  PD))}"
19970628,6/28/1997,20100810,8/10/2010, Wilcox, AZ,AZ,USA,West, cylinder,2 hours,2,7200,very long,"hovering cylinder objectI had been visiting Tombstone, Az the day before and was driving on Interstate 10 Eastbound at about noon. not a cloud in the sky. I happened to look out the passenger window I saw what I first thought was one of those blimp type balloons attatched to the ground with cable that used car lots use to advertise. It looked relatively close, just off the highway, in the town I was passing. Not sure of the town, but I will say around the Willcox, AZ area. Anyway. about five minutes later, I again look out the passenfer window and see the same object, at about the same location, but I had traveled at least 5 miles. So I keep on driving and looking at this object every once and a while. Mountains and small towns are going by in the distance, but this objuct is always in the relative same spot in the sky out the passenger wingdow. I must have traveled another half an hour, maybe 45 minutes or so, and this abject is still inn the sky out the passenger window. I then thought if it was tracking me or something. I finally come to an exit on the highway, and I was to see if i can get closer to it. This must be at least 30 miles from where i first see it. I get off the highway and go south, finding the roads to get! me closer. I must have tried for maybe 20 minutes to get closer. I finally stop I get out of my car and take a look. It was cylinder in shape, like a soda can, with the &quot;top&quot; facing up. No wings, not a hot air balloon, not a hellicopter, did not hear any sounds of an engine. It was just hovering in the sky. Not sure if it had lights, but something was looking funny in the center of thios object.After looking at it for 15 minutes or so, I get back into my car and continue east for Philadelphia.}"
20100812,8/12/2010,20100812,8/12/2010, Boise, ID,ID,USA,West, triangle,40 minutes and counting,40,2400,very long,"There are reoccuring crafts hovering and flying over boise that are not of this world.I have been seeing reoccurances of odd crafts high in the sky at night over Boise over the past month.  There&apos;s one craft that I mainly see up there cruising around changing directions in a way that a plane could not, the craft is also illuminating red, blue, and green flashing lights.  Tonight as I was watching this craft another craft flew directly over my apartment to high to make out the size.  I live near the airport so I am familiar of airplanes and this was not an airplane.  This craft was v shaped with red lights on the bottom.   It looked like it was at the height of a plane but made no sound, I watched to see if it descended to the airport which it did not.  The craft instead moved higher into the sky at an angle until it was gone.  There is some serious activity going on in the skies above Boise lately and it seems to now be a reoccuring thing.}"
20100815,8/15/2010,20100817,8/17/2010, Essex (Canada), ON,ON,Canada,#N/A, changing,5 min,5,300,short,"Saw UFO, photographed UFOI was working on my youtube vids (not UFOs) in the house around 10.15 am when i got a call from the boys/ETs to come out and look for the craft, grabbed my camera went outside, flippped CBC on with my coffee and started swatting mosquitoes in the miserable heat. It was clear less humidity in the air and sparce fluffy clouds from a little rain we had that night.As i sat looking up waiting to see what would happen some jets passed overhead and i decided to photograph them figuring i would get those little non-seen UFOs around the jets. I photographed two jets passing and waited. Just them at 10.39.24 i see a silver star appear exactly were i saw the V UFO yesterday. I jumped up with my camera totally pumped and excited aimed the camera and it wouldnt focus, i switched to manual and shot, switched to auto and shot more. The Probe started moving slowly to the east from the west with the direction of the wind, clouds were slowly passing by it. As the probe passed over head i tried to get some video but it would nt work  i started shooting as best i could, i then see a jet coming rite at the Probe and i thought the probe would disapear but i didnt, the people in the jet must have seen the probe as it passed pretty close but both jet and UFO were in a light fuzz hazzy cloud, my camera wouldnt focus, the jet then went by, i shot more, ! then another jet was coming rite at it again and it passed by in another fuzzy cloud, my camera wouldnt focus, if the pilots missed it they shouldnt be pilots i thought. I was alittle frustrated because the jet and UFO would had been great shots. As i shot more photos a jet higher up than the UFO came from the East heading West i snapped great focused shots of the UFO and jet. As the UFO probe headed to the east towards the tree i ripped off as many shots as i could until it went out of sight. In total i got 110 shots as it passed overhead. I then felt it wasnt over so i waited looking around for a few minutes seeing nothing, i grabbed the camera coffee and radio swatting mosquitoes in the miserable zombie heat and headed in the house, i looked over the far trees and over them i saw a flashing object moving west, reminded me of snow goose in flight then i remembered my Chatham sighting of the object that flashed like a snow goose, i quickly sat my coffee and radio down turn! ed as fast as i could to shoot it and it was gone in a split s! econd, i t could have been a Ring-Billed gull, but ill never no cause i missed it!!. In the house processing i picked the best, focused and silver shinny shots of the craft and enlarged and enhanced them. in all the photos there seems to be some sort of plasma dripping out of the craft in every shot. Also in a couple of shots there seems to be a black dot on the bottom of the whatever it is. Awsome! im so pumped up over this sighting. Anyway i only sent the best enhanced enlargments and one normal shot for orientation at 135mm focal lenth, and one with the jet and tree a little larger than normal just to see it all alittle better.((NUFORC Note:  Photos not of a genuine UFO, we believe.  One of four reports from same source.  PD))}"
20100821,8/21/2010,20100821,8/21/2010, Basel (Switzerland),INT,INT,Switzerland,#N/A, formation,15 min,15,900,long,"Formation of initially 4 objects, one emitting another smaller object, then when witnesses gathered only three objects remaining.On this day, the 21st of August, 2010, I and three other people witnessed a formation of between 3 and five bright objects in the sky over Basel, Switzerland.I made the initial sighting while walking my neighbour&apos;s dog in the park behind my house, seeing 4 intensely bright white objects high in the sky to the south of my location.  Initially I dismissed the objects as airplanes as Switzerland lying at the crossroads of Europe sees lots of air traffic.  My initial assessment was deemed incorrect on the basis of other aircraft moving across the sky at altitudes that made it clear that they were indeed aircraft (shape, contrails, speed of movement).  The four objects remained almost motionless, until I witnessed a smaller and less bright object break or drop away from one of the objects.  At this point (after five minutes of viewing) I determined it necessary to gather other witnesses.  I went into my house and asked my girlfriend to come outside with me, and to bring a camera.  When we returned outside, the 4 objects were now 3 and we watched them for approximately 10 more minutes before going inside to look for another camera with! a telephoto lens.  The objects moved slowly, and were hard to see against the brightness of the clear summer sky, often fading into the blue back ground and then returning with intensity in a new location making it difficult to judge their exact location.  The objects moved closer to each other over time, one after the other, never at the same time.  I stopped two other passing strangers to confirm that they could also see the objects, which after a moment of searching (again, bright white objects on a bright blue sky) they found and confirmed.  At this point my girlfriend and myself went inside to look for my camera and telephoto lens.  Upon returning outside the objects had vanished.Photos taken with the smaller digital camera reveal nothing of value.}"
20100821,8/21/2010,20100824,8/24/2010, Montrose, CO,CO,USA,West, sphere,5 mins,5,300,short,"chasing UFO&apos;sMy girlfriend and I were outside smoking when she looked up and asked me if that was a satalite moving in the sky and when I looked up I said yes untill we both seen another flying behind it moving in a chaseing way it was wierd, it turned so fast and they both took off really fast and was gone.((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))}"
20100825,8/25/2010,20100825,8/25/2010, hudson, SD,SD,USA,Midwest, triangle,over 30 min.,30,1800,very long,this is a huge triangle shape ufo with one big light and three smaller lightsthis is the first ufo i have ever seen it has one huge bright light with two smaller lights to the left and one smaller one to the right. I have been trying to take picture&apos;s but it&apos;s too far away i have been looking at it for a long time and got some binoculars and saw the whole thing. I think i saw a shape like this one time on UFO Hunter&apos;s. I dont know if anybody else saw it as clear but it looks huge. i cannot beleive it. It is happening at this point in time and has been there for about 30 min. It has moved along ways but is still in the nights sky.}
20100807,8/7/2010,20100810,8/10/2010, Sofia (Bulgaria),INT,INT,Bulgaria,#N/A, triangle,10,10,10,very short,We saw 3 objects far Lulin mountain. They was like a sun-with yellow colour.}
19790808,8/8/1979,20100808,8/8/2010, Campinas (Brazil),INT,INT,Brazil,#N/A, triangle,40 min,40,2400,very long,"it was o tringle. it came from the horizon. first I thought it was an airplane because the light looks like a plane and because there is an airport route, in seconds its stop ober where we were. I still for 15 or 2o minutes, we had time to take a binocular, my girl friend did draw on a paper,  The ir started moving on slow speed until disapered. Today ,watching tv I saw the same thing on History Channel.  As I said it was a triange, with a light on each point.((NUFORC Note:  Date may be approximate, although source of report does not indicate that fact.  PD))}"
20100822,8/22/2010,20100822,8/22/2010, Bellevue, WA,WA,USA,West, light,5 min,5,300,short,"Blue light swaying and dipping over BellevueI was at 5157 Lakemont Blvd SE Bellevue, Washington, 98006 from aprox. 2150 until 2250.  I noticed a blue light in the sky, just above the horizon, at about 2225.  It was hovering just above the tree line about 5 degrees to the east of the north star.  The blueness is what caught my attention.  Very soon after noticing it, it began to dip and sway and swirl like nothing I&apos;ve ever seen.  I got the attention of another patron at the store and asked him if he saw it too.  He said he saw it, but didn&apos;t seem too impressed. It slowly dropped below the tree line and I didn&apos;t see it again.}"
20100810,8/10/2010,20100810,8/10/2010, Stafford (UK/England),INT,INT,UK,#N/A, sphere,3mims,#VALUE!,#VALUE!,#VALUE!,sphere with wiggly taillooked liked a shooting star at first but then continued to fly through sky like a comet but tail wiggled like a catapiller and continued for a few mins the disappeared}
20100730,7/30/2010,20100810,8/10/2010, Paterson, NJ,NJ,USA,Northeast, other,2 hours,2,7200,very long,"7/30/2010/ 9:30-11:30pm/Sighting Over Paterson NJ Two Satellite Looking Objects; Second Objects Lights Up For A Moment Then Dims AgainMy Brother , his girlfriend and I were in my parents hot tub relaxing looking up at the stars , when my brother and I saw a shooting star or possible summer meteor.  Well then he saw another one in the same part of the sky and then I saw another one again also in the same part of the sky the first two had been in I concluded it had to be a meteor shower, then his girl friend said &quot;What that moving up there?&quot; we were all looking up and we watched as this small little dot moved across the sky I figured it was a satellite it appeared to make a straight line but more like those carts from IKEA make a straight line... NW in direction hugging the west.  We all just keep talking about ghost stories and what we thought of aliens and other things that we all thought maybe we saw something, my, brother and I continued to look at the sky, until I saw another object exactly the same out of the corner of my eye this one looked as if it came from the same sector of the sky! as the fisrt one but was on a slightly different path, now the strange thing about this one is that my brother and I we watching it as I said &quot;look it&apos;s getting brighter&quot; when it light up like a light bulb and then dimmed again, we were both aw stricken for a moment but thought that if it was a satellite it could have been the moon reflecting off of the wing of the satellite, but than I looked into it further and found that only the sun is bright enough to do that but from the angle we were at and where it shinned would have been the complete opposite direction of where the suns beam would have caught it.  anyway the second one looked as if it was also going north but on a different path but hugging the west even more so than the first.  I looked into sighting the next day and found something about the UK, and Uruguay, but nothing that match we we all saw that night any who the sky is still pretty cool!((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))}"
20100822,8/22/2010,20100827,8/27/2010, Pond Gap, WV,WV,USA,South, oval,,#VALUE!,#VALUE!,#VALUE!,"i have pictures of ufo&apos;s not sure what to do with them!they are truly amazing!1:00am two bright flickering lights came down out of the sky.they both had one beam of light that turned colors,amber,orange,pink,blue,purple,and green.this is not my first encounter.i had strobe lights out they seem to react to the lights.i would take the lights and go around in circles then they would do the same,also i would make zig zags they wouold also immate and do whatever i was doing.i have pictures of them doing so.i was in awww i watched them all night as they hovered araticly for hours with no sound what so ever,they were oval,round,shakey,they disapeared/reapeared,hovered back and forth up and down.they hovered over the mountain like they were scetching out the tree line,they acted like they were going to land,but they never did.i was&apos;t scared,i had this weird feeling that they knew i was there and they knew i was watching them.i would turn my light off then they would turn their lights off.they had no patern of direction or consistacy.i have 25! 0 really good pictures of them not sure what to do with them though..as daylight arose they left,as quick as they apeared they left.i don&apos;t know what to do with the pictures i have.they truly are amazing.((NUFORC Note:  Witness indicates that the date of the sighting is approximate.  PD))}"
20100823,8/23/2010,20100823,8/23/2010, Senoia, GA,GA,USA,South, light,1 hour,1,3600,very long,"08/23/10 - Senoia, GA - Light - 45 minutes - bright light (star shape) in Southeastern Sky viewed from Senoia, GA - 08/23/10 at 6:00Light in the Southeastern sky from Senoia, Georgia.  Light appears to look like a star.  However, it moves back and forth, up and down.  Stars normally appear to stand still, but this object moves.  Airplanes normally continue in a pattern, but this object moves up and down, then goes back and forth.  It is a cloudy morning and this is the only object seen in the sky.((NUFORC Note:  Given the duration of the sighting, we suspect a star.  PD))}"
20100810,8/10/2010,20100810,8/10/2010, Washington (west of), IA,IA,USA,Midwest, diamond,30-45 mins didnt get to w,30,1800,very long,"Hovering lights in western sky, Washington, IowaI was driving to work heading northbound and it was pitch black from the thunderstorm and to the east, there was lighting and I noticed a blinking light to the west, high up there and thought it was plane at first but this light stayed in one spot the whole time. Like it was hovering. I watched it the whole way to work which was about a 10 min drive, but my friend who also works at the same place saw the same exact thing on his way to work behind me about 15 minutes after me. It had red lights in a diamond/pyramid shape, but was blinking like an airliner plane. I don&apos;t know if it was military or whatever...i&apos;m sure there were things going on beyond what they let the general people know.}"
20100822,8/22/2010,20100822,8/22/2010, Brandywine, WV,WV,USA,South, light,1.5 Minutes,1,1,very short,"Between 0515-0520 a bright light much brighter than the stars was spotted five miles outside NIOC Sugar Grove, a Naval communications base in WV.  At first I figured the light to be that of a planes landing light which then dimmed which I told myself was a result of it changing altitude.  The brightness fluctuated which seemed awkward for a air craft to change altitude so much. When first spotted it was near Cassiopeia heading towards the constellation Taurus. When it was over head I spotted no additional or flashing lights and after it was heading away it remained just as bright which alerted to me this was not the landing gear of an air craft.  Just after passing Taurus now heading towards Orion the light was extinguished.I do not wish to disclose my background, but I am law enforcement related.  I was just outside smoking a cigarette getting ready to head for work.}"
20100827,8/27/2010,20100830,8/30/2010, Clinton Township, MI,MI,USA,Midwest, light,10 Minutes,10,10,very short,"Extremely slow traveling white light - 5,000 feet - not a sattelite or space stationActually these &quot;incidents&quot; take place between the nights of 8/27 - 8/30 2010 each night between 21:30 and 22:30.  White light traveling at about 5,000 feet moving East to West at an extremly low rate of speed. The object viewed from binoculars appeared to be a single white light (not brilliant) viewed from front, side and rear, no sound while passing and no engine.  On 8/27/2010 while viewing it at 21:30 hours from my backyard I estimate it was approximately 2 miles away and even with me. I &quot;saluted&quot; it without the binoculars and the light faded out.  I lifted the binoculars and witnessed the light reappearing approximately ten miles away (in approximately three seconds) and then went out again. On the 28th and 29th the object reappeared traveling in the same direction. My wife witnessed it with me on the 28th.  On the 28th and 29th the light did not &quot;wink out.&quot;  As it was traveling in the direction of Selfridge Air Force Base I suspect it to be a predator drone ! or blimp, stealth fighter or experimental military aircraft considering the radar that would have captured it from the base and the jets that were availabe to scramble. Surprisingly I see no other reports and unusual that on three consecutive nights it has appeared. Last night, the 29th the light appeared less bright and more amber in color. During each viewing several aircraft could be seen in and around the vacinity at varying altitudes. I will be viewing to see if it reappears for a fourth consecutive night.}"
20100814,8/14/2010,20100815,8/15/2010, Grant, MI,MI,USA,Midwest, light,30min,30,1800,very long,"Bright light hoovering over the night sky, getting dim and bright at different times.It was about 12:30am my brother called me and asked me to check something in the sky... it was a bright light that kept hovering up and down and side to side, at a different point it had another light that was deemer and moved.  Then the small light was gone but the other light was still doing the same thing.  My brother turned the light on from our house and then the light would get dim and as soon as we turned the light off it would be bright.  Dont know how long it was because I got tired and went to bed.}"
20100810,8/10/2010,20100810,8/10/2010, Northampton, MA,MA,USA,Northeast, other,5-6 seconds,#VALUE!,#VALUE!,#VALUE!,"08/10/10.  Approximately 10 PM, two white lights in formation seen moving very quickly across sky in direct northerly direction.On August 10, 2010, at approximately 10:00 PM, I went into my backyard to look up at the stars in hopes of seeing some &quot;shooting stars.&quot;  I wasn&rsquo;t disappointed, and in the course of about 20 minutes or so I saw 5 or 6.  I have often witnessed satellites smoothly moving across the night skies, looking like the stars, but just moving quietly, quickly and smoothly.  Tonight, though, I witnessed two very distinct but small white lights moving across the sky from south to north, straight across the sky, more quickly than I&rsquo;ve seen anything, other than the &quot;shooting stars,&quot; but nearly at that speed.  They moved in a completely straight line, in a directly northerly direction.  They were next to each other, but in a formation where one was slightly in front of the other.  That&rsquo;s it.  Nothing other than that, but definitely not aircraft, satellites, meteorites or space junk.}"
20100829,8/29/2010,20100829,8/29/2010, Cutchogue, NY,NY,USA,Northeast, unknown,1hr+,#VALUE!,#VALUE!,#VALUE!,"Bright object seen moving north of Riverhead, Long Island, NY.I have been witnessing a very bright unknown lighted object in the sky to the west of my residence. Even with the use of a decent set of binoculars, I have been unable to determine exactly what it is.  I have been seeing the exact same object almost every night for the last two weeks. It moves very slowly to the north until it can no longer be seen.  I would estimate that the object is flying somewhere over riverhead or calverton, then north to the long island sound out of my view. I&apos;m definitely not implying that this is an alien spacecraft, but I would like to know exactly what it is. If you live on eastern long island and have been seeing this same object, please report it on this site.}"
20100824,8/24/2010,20100825,8/25/2010, Moxee, WA,WA,USA,West, light,10 seconds,10,10,very short,"08/24/10  21:08pm Moxee, Wa  light 10 seconds  3 bright lights one big and two small ones on the sides all 3 lights same object.I was driving home from work at night on high way 24 it was around 9:05pm at first I saw an airplane on the right side of my car (south)arriving to the airport in Yakima, Wa. Then moments later I saw this strange light ahead (east) I was thinking it was another airplane but it didn&apos;t had blinkig lights and it was to bright, one big round light and two small ones on the sides, there was a full moon and it was a clear night, I saw that strange object like next to the moon then a few seconds later like 3 or 4 seconds later it star going up slowly and for some reason I look to my speedometer to see how fast I was driving, I just looked down for a split second and when a look up again that light was gone, I looked all over the sky and there was no light at all, I kept looking, nothing, it was gone. I would like to know if there is somebody else that saw this light.}"
20100813,8/13/2010,20100814,8/14/2010, Pompey, NY,NY,USA,Northeast, formation,2 min.,2,120,short,"Object seemed to be towing another object over PompeyI&apos;m not sure what I saw fly over my house tonight, but it was different from anything else I&apos;ve ever seen&hellip; Where I live I have a really wide open view of the western sky...around 10:40-10:50 PM this evening my wife and I were enjoying the night sky from our hot tub when I noticed an object moving in the northern sky...at first, I thought it might be a satellite but soon realized it was too big and too low...it flew right over our house heading towards the southeast...what made it different was the shape (outline) - it seemed to have two sections to it...my wife said it looked like it was towing something...unlike most commercial aircraft, there were no flashing lights - only solid lights...3 lights on the forward section and 2 lights on the second section...it was extremely quiet - not like any other jets that have flown over our house...not sure if anyone else in the area saw it.}"
20100818,8/18/2010,20100820,8/20/2010, Palos Verdes Estates, CA,CA,USA,West, changing,10 minutes,10,600,long,"3 then 4 lights above Santa Monica Bay, directly aligned above each other, flashing green and red.While driving from the top of the peninsula down to PV drive West, we saw 3 bright lights in the sky on the opposite side of Santa Monica Bay above Malibu.  It seemed odd to us that stars would be aligned so perfectly like that, so we kept watching to see if they were planes, or thought maybe our shifting view would clarify what they were.Our view was obstructed for two minutes, and as we approached Palos Verdes Drive W. (we were on Via Coronel at this point), the lights came in to view again, unchanged.  Our view was obstructed again as we approached the Palos Verdes Drive West, and was blocked by trees as we headed North for around 1/4 mile.  When there was a break in the trees, we pulled over to give it a better look, and again we saw the lights.The lights were definitely above land, though not extremely high in the sky.  They were as bright or brighter than how Venus usually appears.  We guessed that there was around 1000 ft between each light.  It seemed odd to us that stars would be aligned so perfectly like that, and while we were watching, the middle and upper light started flashing.  The light on top was flashing green and the middle light flashed red.  This continued for approximately one minute, then suddenly a fourth white light zoomed in from the East and into position directly over the green light, and a second or two later the lowest light took off in the opposite direction.Following that, the red and green lights turned white again.  Then one by one, the three remaining lights appeared to be moving away into the opposite direction of where we were.  First, the uppermost light became fainter and fainter, then the middle light and finally the lowest light remained, becoming fainter, and then disappeared.  The entire event probably lasted 30 minutes, though the initial alignment that we saw may have been like that for awhile.(My cell phone battery was dead, or I would&apos;ve taken video of this!)}"
20100812,8/12/2010,20100813,8/13/2010, Virginia Beach, VA,VA,USA,South, triangle,5-7 minutes,#VALUE!,#VALUE!,#VALUE!,"@ the intersection of Priness Anne Road &amp; Upton Drive, near Red Mill Commons...A buddy and I were heading home from grabbing a bite to eat when we stopped at a traffic light and saw three lights moving in one direction. My friend asked if I noticed th"
20100808,8/8/2010,20100808,8/8/2010, Alstead, NH,NH,USA,Northeast, circle,2 hrs,2,7200,very long,"bright lights last night way up by the stars noo flashing lights they would fly across the sky some fast some slow get bright and fade out some would zigzag and some would just stop and star going this was no kind od plane 2 crossed right in front of each other me and 6 other people do not know what the hell they were but we all got to see it together was kinda freakyyy it was on lake warren in Alstead((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  Satellites, or possible hoax, we suspect.  PD))}"
20100815,8/15/2010,20100815,8/15/2010, Conrad, MT,MT,USA,West, sphere,20 minutes,20,1200,long,"UFO seen over Conrad, Montana  8-15-2010We saw a sphere shaped light approximately one mile up in the sky.  It appeared to be almost at a complete stop, moving extremely slowly.  We took three pictures.  When the object was zoomed in on the camera red, green and yellow lights were seen spinning, such as a stoplight spinning.  When the pictures were taken the lights did not show up on the display.  The object began moving at a greater speed, so we decided to attempt to follow it in our vehicle.  By this time it was moving so fast we could no longer keep up with it and lost sight of it.  When it disappeared it was travelling northwest, towards Valier, Montana. 4 other people saw it also.((NUFORC Note:  We believe that the photo is of a high-altitude contrail, although the source of the report disagrees.  PD))}"
20100729,7/29/2010,20100829,8/29/2010, Port Angeles, WA,WA,USA,West, sphere,,#VALUE!,#VALUE!,#VALUE!,"Spherical-shaped  object over Hurricane Ridge, Pt. Angeles, WA July 29, 2010.We were visiting relatives in the area for a few nights (this was our 2nd eve.), when we decided to drive up to one our favorite places to watch the sunset on this exceptionally clear evening. Gazing out over the plunging ravines from the Hurricane Ridge lodge I recalled another area nearly identical, that elicited the same response-- a sense of well-being and happiness.  The photo was taken that moment, and shows a spherical, disk-shaped object.  I am quite certain this in not a bird, no birds were present.   And, I was not surprised to see this object in my photo.  I have taken many such photos over the course of a lifetime.}"
20100817,8/17/2010,20100817,8/17/2010, Geneva, IL,IL,USA,Midwest, light,at least 1 hour,1,3600,very long,"Light/object in Western Chicago suburbsLarge star like light in the northeast sky towards Chicago. Moved erratically within a certain area over the sky, if it had stayed still I would have thought it just a large star.  Seemed to be either emitting a light or electric charges or what I saw as possible machine gun fire type light around the light/object. It would quickly move to the direction of the discharged light.  Seemed to be able to move in any direction at what must have been very fast speeds at the distance I saw it from.  Stayed in northeast sky from 1 am when I awoke and went outside first saw it, to about 3 when i was finally able to just stop looking and go to sleep.  So at-least 2 hours.((NUFORC Note:  Jupiter would be visible in the southeast sky, at this time.  PD))}"
20100823,8/23/2010,20100824,8/24/2010, Gahanna, OH,OH,USA,Midwest, oval,30 minutes,30,1800,very long,"2 oval shaped craft, moved slowly with no sound, 300-400 feet off the ground, very low, and later say fighters chase it.Me and 3 of my friends were climbing a tree in my front yard when i noticed 2 large ovals of white light moving in oppisite directions.  I yelled to the friend closest to me that there were two bright lights low to the ground. As soon as i pointed out the orbs started to come closer together and one picked up speed and left our view and the other started to move back and forth.  I yelled for my friends to come up to the tree so they could see it and we all watched it move back and fourth for 5 minutes before it disapeared behind a house.  When this happend, we all got down from my tree and ran towards the corner of my block to get a better view of the craft.  As soon as we got to the cprner, it flew directly over us and it was then that i could get a better view of it.  It was a perfect oval with a very bright white glow that i could see on the ground as it flew past. It had small black dots in the front of it that curved all the way around to about the middle of! the ship, looking like a C.  After we ran around the block trying to see it again, we say 3 fighter jets which we believed to be f-16&apos;s fly over my house in the same direction that the craft had gone.  This was about 10 minutes after the 2nd craft had disappeared from view.  That was the last of the activity we saw that night.}"
20100810,8/10/2010,20100811,8/11/2010, Sequim, WA,WA,USA,West, light,10 Seconds,10,10,very short,"Witnessed a very bright white/orange light just above the crest of Blue Mountain, S/SW of my position.  I observed this light briefly f}"
20100806,8/6/2010,20100821,8/21/2010, Clarksdale, MS,MS,USA,South, light,45 mins,45,2700,very long,"Lights in SkyDriving north on Highway 61 passing Clarksdale.  About 2 miles the town, the trees to my right cleared to open fields .  That is when I noticed bright light I thought it was a star or one of the planets. Well i kept on driving keeping a eye on it.  When it all of a sudden be came bigger and really bright.  Then another dimer light split away from it and became as bright as the first one was. It seem to fly towards me and the it was gone.  Two more split away from the original one headed north th other south. They stayed on that heading till the one going north disappeared I looked and one heading south when it zipped across the sky like a shooting star and made a complete stop. It was now where the one going north was, if I had blinked I would have missed it.  Then flew to the northwest till it was out of site. Now the orginal is still in same spot just hovering.  I had decided to pull over to watch, but before that happened I noticed three more lights in a trian! gle around the big one.  They small and very dimm . Soon they were a bright as the first one.  I pull over, on another road and got out of the truck.  Two of them where gone by the time I got out and the other was seem to fade away.  The original like still has not moved I got out camera and tried to take a photo.  I forgot to turn flash off so when took a pic the camera flashed.  That is when it dimmed  started moving to the north.  I got back in the truck and got back on the road light followed right besided me all the to Tunica.  During this more would appear fly towards me and back way.  Then in a snap they where all gone.((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))}"
20100820,8/20/2010,20100822,8/22/2010, Middletown, CT,CT,USA,Northeast, circle,30-45 minute,30,1800,very long,"Large orange ball moving slowly and stopping in the skyOutside with my friend saying goodbye I notice a large bright circle on the sky.  I thought it was a planet, my friend said maybe venus, so i went inside the house to get my camera and told my dad you can see a planet and to come check it out.  I started snapping a few pictures when my friend says, &quot;is it moving?&quot;  I focused back at the light and off my camera and noticed in fact it was!  Slowly moving downward towards the horizen line then stopped again.  I changed my camera to video mode and started recording.  It then started moving left along the tree line in the distance prolly about 20 miles away or so.  We then proceeded to follow it up the street walking 100-200 feet away from the house.  It would stop and move constanly.  It flickered several different colors at one point from blue to green to orange and red.  It was definately not a plane with blicking lights; this was way too big. It eventually went below the tree line so we got into my dads truck and went to a higher point few streets over and I started recording it again.  It made no sound.  We watched as it sat still for about 5 minutes then it proceeded to go below the horizen line again.  The 3 of us stood there in awe of what we just saw, all agreeing it was not a plane or helicopter.}"
20020111,1/11/2002,20100806,8/6/2010, San Antonio, TX,TX,USA,South, rectangle,36 seconds,36,36,very short,"Large rectangular object with muticolored lights like needled in  a pin cushionUFO SEEN NEAR DOWNTOWN SAN ANTONIO  It was after 8:15 in the evening.  I was getting into van to pick-up daughter from dance classes.  I just entered vehicle and was getting ready to start van and observed a bright flash hit the window.  I thought, I had blow car battery or some electrical problem.  I leaned forward and saw an object threw van window.I observed object for a few seconds and exited van.  The object was dark or black and had a rectangular shape. I estimated from a lamppost nearby that the object was about 80 ft above me. It was sort of a large trunk like shape.  It had multicolored lights that were at the ends of what look like rods that projected out from the structure of ship, like needles in a pincushion.  It was about three medium- car lengths long and about two car lengths wide.  It did not emit any sound.  I walked to a parking lot next to my driveway and that object was motionless for about 5 seconds.  The object begin to move in a southeast direction slowly and then made a turn to the northeast and began to rise.  I moved to follow it and went to corner of street and major intersection.  I looked up and down street to see if anyone else was able to see object.  I did not see any persons or vehicles in the area it was very quiet. It then began to move and suddenly seemed to stretch out and then disap! peared from my view into what was northeast direction,  After incident, I went back to my van and attempted to start engine but it would not start and the following day or days I removed battery and took it to nearby car radio and video shop.  The shop guy stated that battery was blow and he noted that battery cables were fused when he returned with new battery to replace blown battery.This craft was beautiful and seemed to just float and move with little effort.  The effect of it stretching out was like observing in going into a tunnel and then it was gone.((NUFORC Note:  Witness elects to remain semi-anonymous; provides no contact information.  PD))}"
20100818,8/18/2010,20100819,8/19/2010, White Sulphur Springs, MT,MT,USA,West, egg,30 minutes,30,1800,very long,"very bright egg, eye shaped object seen over Castle MountainsWe were camping in the mountains on the night we witnessed an eye, or egg shaped craft in the night sky.  At first I thought that it was just a planet like pluto or saturn.  Upon seeing the light zig-zag in the sky, I knew it was something different.  The craft would get very dim and then within a few seconds get as bright as a spot light in the night sky.  I even witnessed it lowering down to tree top level and then shoot back up in the sky.  To best describe it I would have to say it looked like the shape of an eye with one really bright side that slowly rotated like it was looking for something in the mountains and hills.  This craft could move very fast from one location to another with absolutely no sound.((NUFORC Note:  Source elects to remain totally anonymous; provides no contact information.  PD))}"
